Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),DEFCON_Level,ID
12,0,0.58,3,31,68,0.640969162995595,320.12,1,880000,c,5131
8,1,0.08,2,15,27,0.372246696035231,350.86,1,950400,b,5853
6,0,0,2,15,33,0.209251101321581,379.48,1,1100000,b,1093
8,1,0.56,2,18,96,0.494126284875182,346.62,1,836000,c,4393
8,1,0.12,3,33,54,0.398678414096916,347.68,0,880000,b,7640
6,1,0,2,3,10,0.403817914831131,364.64,1,941600,b,9174
7,1,0,2,14,39,0.523494860499261,360.4,1,827200,b,11497
8,1,0.2,8,66,109,0.522026431718055,336.02,1,800800,b,9410
6,0,0.17,2,13,34,0.285609397944199,377.36,1,1100000,c,5804
7,1,0,4,21,41,0.497063142437585,362.52,1,862400,b,1740
8,1,0.18,2,6,20,0.450073421439055,345.56,0,836000,b,1727
9,0,0.52,2,7,15,0.450073421439055,339.2,1,1029600,d,8658
7,0,0.48,2,9,22,0.439060205580025,355.1,1,1003200,c,3969
8,0,0.42,2,6,10,0.366372980910425,349.8,1,1012000,c,6798
8,1,0.26,4,19,68,0.611600587371507,365.7,1,827200,b,8581
7,1,0.04,2,20,43,0.442731277533035,355.1,0,792000,a,2559
9,0,0.36,2,13,47,0.611600587371507,359.34,1,924000,c,8783
9,0,0.45,2,6,9,0.455947136563869,346.62,1,976800,b,5026
8,0,0.48,2,6,10,0.392804698972102,350.86,1,906400,c,3963
10,0,0.55,2,7,21,0.596916299559467,342.38,1,924000,c,1632
7,1,0.18,5,16,112,0.542584434654917,357.22,1,827200,c,10935
5,1,0,1,14,86,0.413362701908955,378.42,1,1012000,c,7106
13,0,0.58,2,12,42,0.684287812041115,323.3,1,818400,c,7630
7,0,0.1,2,12,24,0.396475770925111,349.8,1,862400,c,6678
7,1,0,2,18,29,0.476505139500731,379.48,1,862400,b,3580
7,1,0.06,3,9,19,0.389867841409682,358.28,0,888800,b,2088
7,0,0.27,2,23,48,0.589574155653448,372.06,1,792000,b,2004
8,1,0,3,25,61,0.552863436123348,354.04,1,836000,b,3519
8,0,0.32,3,4,8,0.622613803230545,349.8,0,862400,b,1718
13,0,0.49,4,5,35,0.861233480176214,341.32,1,976800,d,4752
6,0,0.1,2,4,20,0.391336270190888,373.12,1,875600,c,8548
9,0,0.39,2,4,10,0.541850220264311,330.72,0,827200,b,3898
8,1,0.1,3,4,9,0.536710719530095,357.22,0,888800,b,11488
8,0,0.36,2,7,15,0.381057268722465,345.56,1,1029600,d,655
10,0,0.42,3,5,13,0.508810572687221,343.44,1,994400,c,8601
7,1,0.08,2,42,64,0.361233480176202,348.74,1,959200,c,12337
8,1,0.01,2,7,28,0.523494860499261,351.92,0,844800,b,11091
9,0,0.31,3,12,19,0.407488986784141,338.14,1,915200,c,3007
11,1,0.24,2,6,32,0.563142437591771,337.08,1,880000,c,2526
10,1,0.31,2,31,145,0.802496328928039,337.08,0,792000,b,10944
8,0,0.36,2,6,11,0.302496328928043,341.32,0,1100000,d,5155
6,1,0.08,2,16,26,0.257709251101309,365.7,1,1091200,b,3920
10,0,0.46,2,5,11,0.401615271659319,332.84,0,976800,d,3243
7,1,0.06,2,8,19,0.501468428781202,361.46,1,818400,c,6691
11,0,0.68,4,6,22,0.541850220264311,350.86,1,1056000,c,4580
9,1,0.18,3,9,62,0.640969162995595,337.08,1,836000,b,6116
10,0,0.54,2,28,83,0.596916299559467,342.38,1,968000,c,10168
7,0,0.2,2,10,23,0.424375917767985,348.74,0,844800,c,8558
5,1,0,2,15,28,0.413362701908955,358.28,1,853600,c,12120
6,1,0.08,2,14,45,0.290014684287816,365.7,1,1100000,c,7965
7,0,0.24,2,30,47,0.417767988252572,360.4,1,888800,c,1733
7,1,0.09,3,4,11,0.588105726872242,373.12,0,976800,a,557
9,1,0.1,2,12,48,0.450073421439055,338.14,1,985600,b,9975
8,0,0.06,4,10,49,0.538179148311301,356.16,1,844800,c,10843
9,0,0.24,3,14,28,0.383994126284868,337.08,1,818400,b,1067
8,1,0.24,2,16,65,0.461820851688691,331.78,1,836000,b,7448
9,0,0.39,2,21,42,0.473568281938328,364.64,1,959200,c,5308
12,0,0.64,2,6,20,0.729074889867841,330.72,1,809600,b,12341
13,0,0.52,3,10,41,0.802496328928039,321.18,1,915200,b,10543
9,1,0.04,2,5,9,0.340675477239348,346.62,1,959200,b,700
10,1,0.24,2,8,38,0.419236417033762,338.14,1,1038400,c,7632
7,0,0.48,2,21,34,0.460352422907486,367.82,1,924000,b,12221
6,0,0.53,2,7,24,0.402349486049926,354.04,1,906400,c,11073
8,0,0.36,2,5,16,0.342878120411152,364.64,1,1020800,c,1541
7,1,0.02,2,29,85,0.458883994126288,364.64,1,1012000,d,2381
8,1,0.28,4,51,60,0.604258443465487,350.86,1,818400,c,3435
7,1,0.03,2,7,12,0.450073421439055,368.88,0,897600,a,208
9,1,0.26,2,7,60,0.516152716593241,325.42,1,836000,b,6569
8,1,0.13,3,20,60,0.552863436123348,354.04,1,800800,c,238
9,1,0.14,2,3,14,0.510279001468427,341.32,1,844800,a,5428
9,1,0.33,2,23,144,0.567547723935388,349.8,1,827200,b,4020
8,1,0.1,3,17,42,0.464023494860495,351.92,1,950400,b,10240
9,0,0.41,2,10,20,0.502936857562407,356.16,1,906400,c,6660
9,0,0.31,2,4,15,0.662995594713654,354.04,0,853600,c,10538
6,0,0.13,1,16,36,0.331864904552122,377.36,1,1117600,c,7447
9,0,0.48,9,6,24,0.656387665198241,354.04,1,836000,b,589
10,1,0.12,3,30,71,0.685022026431714,347.68,1,827200,b,7427
8,1,0.12,2,15,54,0.508810572687221,334.96,1,809600,b,11630
7,1,0.03,2,17,31,0.406020558002936,362.52,1,897600,b,2612
8,1,0.6,2,37,141,0.464757709251094,345.56,1,818400,b,8997
7,1,0,2,11,34,0.567547723935388,368.88,1,836000,b,8154
10,1,0.17,3,18,34,0.740088105726879,351.92,1,853600,c,10472
7,0,0.49,6,18,45,0.567547723935388,360.4,1,809600,c,11188
9,0,0.23,3,21,98,0.596916299559467,356.16,1,827200,b,9603
7,1,0.18,2,16,101,0.450073421439055,346.62,1,871200,b,5559
7,1,0.26,3,31,69,0.482378854625545,381.6,1,818400,b,8782
7,1,0.02,2,19,38,0.455947136563869,360.4,1,973866.666666669,d,7774
9,0,0.28,3,10,31,0.611600587371507,354.04,1,880000,d,9141
9,0,0.52,2,12,19,0.413362701908955,344.5,1,1056000,c,5878
8,1,0.06,2,19,42,0.512481644640231,357.22,1,844800,b,8934
6,0,0.48,2,40.5,51,0.269456681350946,366.76,1,1029600,c,5973
12,0,0.52,2,12,37,0.589574155653448,329.66,1,888800,b,6669
6,1,0.28,13,29,139,0.397944199706309,352.98,0,968000,c,6592
10,0,0.56,2,3,8,0.386930983847279,333.9,1,1047200,c,11936
10,1,0.36,15,31,83,0.656387665198241,341.32,1,1038400,d,9218
9,0,0.29,2,19,57,0.450073421439055,359.34,1,853600,c,2690
9,1,0.22,2,12,42,0.475036710719525,336.02,1,897600,c,3867
6,1,0,4,21,60,0.469162995594711,377.36,1,1020800,c,9329
8,0,0.32,2,32,79,0.494126284875182,346.62,0,836000,b,5092
9,0,0.44,2,10,26,0.284140969162985,346.62,1,994400,b,7328
8,1,0,1,3,12,0.412628487518349,356.16,0,853600,b,2174
8,0,0.51,2,9,22,0.294419970631416,344.5,1,985600,d,5311
8,1,0.07,2,14,63,0.535242290748898,356.16,0,836000,a,1689
8,0,0.11,2,12,48,0.453744493392064,336.02,0,880000,b,7574
8,0,0.11,2,6,16,0.450073421439055,359.34,1,959200,a,852
12,0,0.53,3,31,106,0.746696035242291,334.96,1,880000,a,12414
10,0,0.43,2,34,85,0.325991189427308,354.04,1,1135200,d,3272
13,0,0.74,2,9,22,0.737885462555074,336.02,1,844800,d,3419
7,1,0.3,4,20,102,0.518355359765046,347.68,1,818400,b,6696
10,0,0.34,2,6,17,0.563142437591771,344.5,0,818400,b,11355
8,0,0.32,2,32,79,0.494126284875182,356.16,1,818400,b,11616
9,0,0.45,2,10,17,0.504405286343605,344.5,1,827200,c,2158
8,1,0.13,2,11,28,0.486784140969162,354.04,1,844800,c,6224
5,0,0.11,2,16,84,0.229809104258435,358.28,1,1038400,c,12088
12,0,0.47,3,28,49,0.7511013215859,345.56,1,836000,b,9654
9,1,0.09,3,13,108,0.714390602055801,350.86,1,924000,b,778
12,0,0.49,3,26,70,0.73641703377386,338.14,1,880000,c,4171
7,1,0,4,51,90,0.485315712187948,347.68,1,836000,b,9477
10,1,0.31,3,35,73,0.710719530102791,334.96,0,827200,b,4225
8,0,0.59,2,5,9,0.420704845814975,356.16,1,1003200,c,3398
7,1,0,2,6,12,0.353157121879575,362.52,1,950400,c,10857
10,0,0.5,4,5,13,0.582232011747428,345.56,1,959200,b,3183
9,1,0.26,3,24,143,0.582232011747428,340.26,1,827200,b,5258
9,1,0.24,2,8,28,0.536710719530095,330.72,1,932800,a,7245
8,1,0.22,2,5,15,0.523494860499261,339.2,1,827200,b,883
6,1,0.15,2,26,32,0.225403817914819,359.34,1,1082400,b,11359
7,1,0.08,2,28,63,0.458883994126288,354.04,1,836000,b,3905
7,0,0.26,2,5,23,0.444933920704839,342.38,0,809600,b,6712
11,0,0.53,2,6,14,0.640969162995595,336.02,1,739200,c,9823
10,1,0.33,2,31,92,0.582232011747428,347.68,1,862400,c,5872
6,0,0.24,2,19,42,0.335535976505132,359.34,0,888800,c,7596
16,1,0.76,2,23,52,0.831864904552135,303.16,2,792000,c,10423
7,0,0.3,2,35,75,0.582966226138035,361.46,1,880000,c,758
9,0,0.53,3,13,28,0.552863436123348,356.16,1,976800,c,4504
7,1,0.08,2,14,26,0.428046989720995,381.6,1,968000,a,11181
8,1,0.1,3,17,63,0.611600587371507,350.86,1,853600,c,3404
7,0,0.24,2,5,18,0.254772393538906,360.4,1,1091200,b,454
9,1,0.33,3,25,81,0.611600587371507,358.28,1,812533.333333333,c,3739
12,0,0.63,2,7,23,0.626284875183555,327.54,1,994400,c,6763
7,1,0.07,3,11,89,0.665932452276057,391.14,1,812533.333333333,c,7260
10,1,0.27,2,30,73,0.567547723935388,341.32,1,888800,c,11398
7,0,0.02,1,17,26,0.259177679882523,358.28,1,968000,c,10429
8,1,0.22,3,5,28,0.626284875183555,362.52,1,1012000,b,9914
8,0,0.37,2,23,85,0.494126284875182,359.34,1,836000,c,4111
10,0,0.47,2,6,10,0.526431718061672,341.32,1,950400,c,5672
9,1,0.26,2,5,77,0.608663729809104,355.1,1,812533.333333333,c,5291
7,1,0,2,6,11,0.22834067547723,351.92,1,1064800,d,357
7,1,0.01,2,9,20,0.332599118942729,351.92,1,950400,c,783
7,1,0.01,2,9,17,0.455212922173278,365.7,1,959200,c,9749
10,1,0.45,2,16,48,0.707048458149781,341.32,1,844800,c,4949
8,1,0.1,2,34,46,0.267254038179141,334.96,0,1082400,c,10844
8,1,0.02,1,13,24,0.517621145374455,344.5,0,818400,a,10660
6,0,0.08,2,40,44,0.396475770925111,351.92,0,836000,b,11686
7,1,0.08,4,9,32,0.300293685756239,367.82,0,994400,b,5982
10,0,0.45,2,16,30,0.403083700440524,338.14,1,1047200,c,3688
10,0,0.44,2,5,13,0.478707782672535,354.04,1,959200,d,2001
7,0,0.33,2,14,28,0.354625550660789,354.04,1,985600,c,7281
10,1,0.32,3,7,17,0.534508076358291,333.9,1,915200,b,10763
8,1,0.2,2,9,38,0.560205580029368,350.86,1,792000,b,3056
8,0,0.34,3,6,15,0.472099853157122,350.86,1,985600,c,2356
8,0,0.37,2,24,58,0.453010279001466,354.04,1,985600,c,11915
8,1,0.02,2,17,30,0.427312775330388,351.92,1,880000,c,10312
7,1,0.15,2,20,49,0.530837004405281,360.4,1,836000,b,10262
8,1,0.55,2,3,9,0.439060205580025,358.28,1,818400,b,3233
10,0,0.63,3,5,22,0.626284875183555,339.2,1,924000,c,8568
12,0,0.51,2,10,23,0.721732745961821,338.14,1,915200,c,3052
7,1,0.03,2,17,49,0.408957415565339,356.16,1,836000,b,2743
8,0,0.53,2,12,30,0.450073421439055,356.16,1,915200,b,7025
10,0,0.38,2,17,38,0.428046989720995,341.32,1,915200,c,2681
8,0,0.37,2,36,106,0,352.98,0,1196800,d,7168
8,1,0.25,4,16,37,0.573421439060194,350.86,0,818400,b,2985
7,1,0.13,2,15,34,0.508810572687221,382.66,1,941600,d,6805
7,1,0,1,14,22,0.406020558002936,362.52,1,994400,c,2935
7,1,0.26,5,51,145,0.604258443465487,360.4,1,836000,b,4673
8,0,0.48,2,6,10,0.406020558002936,346.62,1,1003200,b,9161
8,1,0.19,2,27,105,0.457415565345074,351.92,1,853600,b,9792
9,0,0.48,2,39,106,0.516152716593241,322.24,2,844800,b,4511
9,0,0.39,2,20,27,0.373715124816445,339.2,1,1064800,d,6534
8,1,0.12,2,16,63,0.442731277533035,356.16,0,809600,b,4381
8,1,0.1,3,9,26,0.494126284875182,362.52,1,880000,c,6911
10,0,0.48,2,6,24,0.552863436123348,337.08,1,924000,b,8346
6,1,0.1,3,4,11,0.272393538913349,364.64,1,1051600,c,5337
7,0,0.19,3,28,72,0.357562408223192,334.96,1,818400,b,12280
7,1,0.03,2,21,58,0.541116005873712,372.06,1,862400,a,2880
6,0,0.09,2,9,25,0.337738619676945,362.52,1,862400,b,7616
8,1,0,2,10,18,0.449339207048448,346.62,1,862400,b,7728
7,0,0.33,2,9,30,0.444933920704839,358.28,1,836000,b,3514
9,1,0.17,3,25,130,0.582232011747428,343.44,1,853600,b,389
8,0,0.42,2,12,27,0.486784140969162,365.7,1,906400,c,4995
8,0,0.32,2,24,102,0.494126284875182,355.1,1,827200,b,6991
8,0,0.34,5,10,29,0.472099853157122,355.1,1,1064800,c,9093
8,0,0.12,2,10,49,0.457415565345074,347.68,1,862400,c,8768
11,0,0.45,3,5,27,0.655653450807642,329.66,1,836000,c,4861
8,1,0.31,2,23,48,0.541850220264311,345.56,1,906400,c,9485
6,1,0,2,17,46,0.209251101321581,381.6,1,1100000,b,9712
9,1,0.26,3,25,54,0.611600587371507,343.44,1,862400,b,11320
9,1,0.41,3,12,39,0.533773861967692,354.04,1,976800,c,3273
6,1,0.06,2,38,85,0.171071953010269,378.42,1,1082400,e,3837
8,0,0.46,3,10,24,0.344346549192366,336.02,1,1020800,c,2287
8,1,0.2,2,23,94,0.464757709251094,343.44,1,853600,c,4599
7,0,0.24,2,27,48,0.383994126284868,359.34,1,880000,b,1276
11,0,0.48,2,6,21,0.582232011747428,349.8,1,880000,a,10542
10,0,0.52,2,14,23,0.406020558002936,328.6,1,1047200,d,6727
7,1,0.26,5,12,74,0.613069016152721,367.82,1,836000,b,10654
7,1,0.04,2,20,43,0.442731277533035,355.1,0,827200,b,7313
7,1,0.02,2,18,87,0.541116005873712,378.42,1,809600,b,1244
9,0,0.46,2,21,37,0.446402349486045,352.98,1,1020800,d,1687
8,1,0.35,3,24,120,0.465491923641701,342.38,1,915200,c,5937
12,0,0.64,2,6,22,0.75844346549192,338.14,0,809600,b,4627
8,0,0.34,2,16,38,0.341409691629955,354.04,1,968000,c,6962
11,1,0.37,16,30,151,1,333.9,1,915200,b,4229
7,0,0.29,2,19,42,0.483847283406751,361.46,1,959200,b,11288
8,1,0,3,7,20,0.429515418502201,341.32,1,897600,c,2267
7,0,0.35,2,3,9,0.237885462555062,358.28,1,1082400,d,3881
7,0,0.35,2,11,41,0.435389133627015,354.04,1,809600,b,4574
8,0,0.12,2,9,50,0.494126284875182,340.26,1,836000,c,2582
9,0,0.49,2,21,149,0.516152716593241,332.84,1,809600,b,9222
11,0,0.57,3,20,68,0.699706314243761,333.9,1,880000,c,4410
8,1,0,2,8,19,0.464757709251094,352.98,1,809600,b,3329
9,0,0.46,4,3,10,0.477973568281928,342.38,1,1038400,d,9710
7,0,0.24,2,18,29,0.253303964757708,354.04,1,1091200,d,11898
7,1,0.13,2,12,27,0.494126284875182,374.18,1,853600,c,7451
6,1,0.1,3,27,32,0.353157121879575,365.7,0,1117600,c,8624
10,0,0.58,3,22,71,0.73641703377386,334.96,1,924000,c,936
11,0,0.48,2,15,75,0.633627019089575,322.24,1,792000,b,3618
7,1,0.02,2,5,31,0.615271659324517,389.02,1,871200,c,6409
7,1,0,2,12,39,0.509544787077828,366.76,1,827200,b,11221
8,1,0.05,3,11,29,0.685022026431714,372.06,1,897600,c,2549
8,1,0.1,3,12,26,0.464757709251094,355.1,1,915200,c,3766
9,1,0,2,14,33,0.450073421439055,333.9,1,915200,d,7435
7,0,0.04,2,19,88,0.413362701908955,349.8,1,827200,b,7110
7,0,0.32,2,15,57,0.520558002936858,366.76,1,809600,c,8147
10,0,0.63,4,6,16,0.510279001468427,322.24,1,1056000,c,9328
7,0,0.36,2,12,87,0.464757709251094,347.68,1,809600,c,4329
7,1,0,2,14,86,0.509544787077828,380.54,1,827200,c,8183
7,0,0.37,2,14,29,0.341409691629955,354.04,1,994400,d,7851
8,0,0.21,2,24,58,0.472099853157122,354.04,1,959200,c,6606
8,0,0.38,2,19,60,0.520558002936858,360.4,1,985600,c,3088
8,1,0.19,2,15,50,0.385462555066082,348.74,1,985600,b,5999
12,0,0.5,3,19,43,0.7511013215859,345.56,1,792000,b,371
8,1,0.1,3,5,12,0.420704845814975,362.52,1,941600,c,5474
8,1,0,2,6,13,0.488252569750367,358.28,1,844800,c,6151
10,1,0.5,2,20,47,0.707048458149781,348.74,1,809600,b,3324
8,1,0.09,4,14,63,0.611600587371507,349.8,1,853600,b,10968
12,0,0.66,2,6,21,0.575624082232015,319.06,1,862400,c,11638
7,1,0.02,2,31,92,0.545521292217329,372.06,1,809600,c,9807
8,1,0.06,2,20,41,0.372246696035231,351.92,1,906400,d,2943
7,0,0.17,2,16,29,0.253303964757708,357.22,1,1012000,c,391
9,0,0.41,3,16,122,0.604258443465487,348.74,1,800800,b,3078
9,1,0.18,2,24,105,0.633627019089575,355.1,1,924000,b,7573
7,1,0.03,2,27,99,0.435389133627015,352.98,1,836000,c,9524
8,0,0.7,8,72,160,0.530837004405281,319.06,2,924000,d,11864
7,1,0,2,3,13,0.334067547723935,364.64,1,1003200,a,9949
6,0,0.15,1,8,35,0.156387665198229,357.22,1,1126400,c,374
7,0,0.3,2,31,45,0.485315712187948,360.4,1,871200,c,4525
9,1,0.04,2,27,99,0.523494860499261,347.68,1,836000,b,5543
12,0,0.5,3,27,49,0.73641703377386,345.56,1,959200,b,3389
8,1,0.24,3,4,11,0.503671071952998,339.2,1,880000,b,489
7,0,0.43,3,18,72,0.468428781204104,359.34,1,968000,b,11141
6,1,0,2,9,20,0.337738619676945,356.16,1,950400,c,12362
6,1,0.66,2,18,102,0.391336270190888,351.92,1,809600,b,9571
8,1,0,2,27,33,0.364904552129212,372.06,0,915200,c,4895
10,0,0.24,2,6,21,0.552863436123348,342.38,1,985600,a,4847
7,0,0.44,2,5,12,0.439060205580025,355.1,1,994400,d,10323
11,0,0.69,2,6,15,0.640969162995595,311.64,1,836000,b,6869
8,1,0.07,2,22,57,0.463289280469889,356.16,1,959200,b,370
9,0,0.46,2,11,33,0.473568281938328,360.4,1,906400,c,61
10,0,0.38,2,34,58,0.325991189427308,337.08,1,1038400,c,6910
7,1,0,3,8,13,0.375183553597643,354.04,1,968000,a,11163
12,0,0.55,2,5,15,0.501468428781202,337.08,1,871200,c,1012
7,0,0.17,2,12,34,0.317180616740083,351.92,1,985600,b,2049
9,0,0.46,2,6,21,0.514684287812036,342.38,1,836000,b,11103
10,0,0.46,2,5,13,0.478707782672535,346.62,1,1038400,c,9848
7,1,0,2,9,18,0.372246696035231,362.52,1,950400,d,12398
12,0,0.55,2,22,27,0.589574155653448,320.12,1,924000,b,1897
9,1,0.5,2,25,81,0.516152716593241,337.08,1,809600,b,11698
7,1,0.24,2,32,96,0.382525697503662,328.6,0,862400,b,6927
7,1,0,2,4,9,0.423641703377378,359.34,1,809600,b,3667
6,1,0,2,17,42,0.315712187958885,381.6,1,1100000,c,9101
10,0,0.56,2,30,47,0.548458149779732,348.74,1,880000,a,7112
10,1,0.57,1,6,16,0.596916299559467,339.2,1,800800,c,8210
7,1,0.23,2,18,110,0.533039647577085,334.96,0,809600,b,1669
9,0,0.42,2,12,21,0.502936857562407,355.1,1,915200,d,147
8,0,0.29,3,29,90,0.640969162995595,365.7,1,844800,c,7761
7,1,0.01,2,9,15,0.372246696035231,365.7,1,976800,d,3522
10,1,0.31,3,7,60,0.685022026431714,332.84,1,880000,c,2958
12,0,0.49,2,5,21,0.721732745961821,340.26,1,862400,d,2344
8,1,0.21,2,14,41,0.523494860499261,348.74,1,809600,b,2404
8,1,0.01,2,31,35,0.378120411160062,361.46,1,959200,c,4463
13,0,0.49,2,3,9,0.633627019089575,327.54,1,959200,b,1828
6,0,0.21,2,26,64,0.392070484581495,356.16,1,888800,d,7827
10,0,0.52,2,14,25,0.445668135095438,362.52,1,994400,c,6197
7,0,0.6,4,29,82,0.538179148311301,360.4,1,924000,c,122
7,1,0,2,3,13,0.510279001468427,344.5,0,844800,b,12409
10,1,0.49,2,18,56,0.574889867841408,321.18,1,818400,b,6368
10,0,0.42,2,6,14,0.466960352422899,352.98,1,1082400,c,5478
8,0,0.26,2,9,33,0.442731277533035,340.26,1,897600,d,4524
12,0,0.55,2,28,27,0.498531571218798,321.18,1,915200,a,5503
10,0,0.46,2,6,14,0.466960352422899,346.62,1,1020800,c,7992
7,1,0.06,6,9,18,0.240088105726866,358.28,1,1064800,c,806
8,0,0.18,2,24,102,0.435389133627015,350.86,1,853600,b,8070
7,0,0.24,2,30,54,0.426578560939781,348.74,1,880000,b,3901
9,0,0.44,2,19,55,0.381057268722465,340.26,1,950400,c,2341
7,1,0.08,2,22,42,0.428046989720995,361.46,1,880000,c,6423
7,1,0,2,22,39,0.523494860499261,362.52,1,818400,b,6749
13,0,0.75,3,23,101,0.831864904552135,315.88,1,924000,b,12343
7,0,0.02,2,17,87,0.251835535976503,346.62,1,1117600,c,2809
8,0,0.12,2,19,38,0.375183553597643,356.16,1,915200,b,7390
11,0,0.5,2,6,14,0.508810572687221,339.2,1,906400,a,1380
11,0,0.48,3,10,34,0.508810572687221,324.36,1,924000,b,1079
10,0,0.42,2,6,14,0.685022026431714,350.86,1,880000,b,7374
9,0,0.41,2,3,9,0.386930983847279,330.72,0,1038400,c,7967
9,0,0.32,2,21,39,0.542584434654917,332.84,1,792000,c,596
7,0,0.08,2,18,40,0.347283406754769,352.98,1,932800,b,1618
6,1,0.06,2,5,13,0.399412628487515,364.64,1,941600,a,10575
9,1,0,1,4,12,0.560205580029368,346.62,1,809600,b,1131
12,0,0.54,2,24,38,0.420704845814975,333.9,1,1056000,d,6303
10,0,0.46,3,15,40,0.703377386196771,359.34,1,932800,d,30
6,0,0.09,2,3,9,0.508810572687221,380.54,0,862400,a,12223
10,0,0.45,2,11,27,0.567547723935388,336.02,1,862400,c,8973
8,0,0.52,2,45,80,0.472099853157122,349.8,1,1003200,c,3660
6,1,0.1,3,20,32,0.184287812041103,379.48,1,1100000,c,2046
8,0,0.12,2,6,16,0.358296622613799,341.32,1,880000,b,2414
13,1,0.65,8,23,53,0.883259911894273,341.32,1,1117600,c,2656
11,0,0.49,3,5,18,0.77312775330396,341.32,1,915200,b,10389
11,0,0.74,2,6,20,0.626284875183555,326.48,0,818400,c,3592
6,0,0.25,2,13,24,0.406020558002936,365.7,1,897600,c,592
9,1,0.34,2,9,31,0.655653450807642,356.16,1,941600,c,11200
10,1,0.37,2,6,15,0.552863436123348,341.32,1,792000,b,2470
9,0,0.34,2,26,86,0.633627019089575,345.56,1,862400,b,590
10,1,0.5,14,27,91,0.625550660792948,349.8,1,924000,b,10248
8,1,0.42,2,5,13,0.395741556534505,355.1,1,1091200,d,8536
12,0,0.63,2,6,18,0.511747430249624,316.94,1,871200,a,6683
10,0,0.39,2,3,14,0.538179148311301,342.38,1,862400,c,2591
6,1,0.08,2,32,46,0.361967694566808,358.28,1,985600,c,4262
7,0,0.32,2,9,29,0.316446402349476,343.44,1,1056000,c,7823
7,1,0,3,8,14,0.479441997063142,361.46,1,941600,b,9860
9,0,0.45,2,19,46,0.298825256975025,343.44,1,1047200,d,8707
7,0,0.31,2,34,58,0.596916299559467,381.6,1,924000,d,2223
10,0,0.39,3,7,18,0.535242290748898,333.9,1,994400,c,3353
8,0,0.32,3,14,96,0.486784140969162,329.66,1,809600,b,542
9,0,0.36,2,30,45,0.381057268722465,333.9,1,1073600,d,9500
8,0,0.44,2,6,15,0.420704845814975,351.92,1,924000,b,6015
8,0,0.49,2,6,12,0.398678414096916,364.64,1,915200,d,9592
10,0,0.45,2,16,43,0.433920704845809,332.84,1,1003200,c,10855
11,1,0.37,3,29,56,0.589574155653448,334.96,1,880000,b,8407
11,0,0.48,2,10,37,0.626284875183555,336.02,1,836000,b,12194
5,0,0.27,2,8,44,0.188693098384719,375.24,1,1073600,a,9545
6,1,0.08,2,19,44,0.257709251101309,381.6,1,1082400,b,3231
6,1,0.08,2,20,35,0.354625550660789,380.54,1,888800,c,6431
7,1,0,2,21,38,0.567547723935388,361.46,1,862400,b,11666
6,0,0.16,2,15,50,0.225403817914819,351.92,1,1012000,c,5229
9,0,0.49,3,18,95,0.596916299559467,351.92,1,809600,b,10450
8,0,0.33,2,15,74,0.464757709251094,356.16,1,994400,c,9223
10,0,0.54,2,12,30,0.435389133627015,336.02,1,1047200,d,8066
12,0,0.48,3,5,15,0.685022026431714,333.9,1,950400,c,7270
12,0,0.49,4,27,55,0.567547723935388,309.52,1,844800,b,6741
10,0,0.59,2,5,9,0.331130690161515,349.8,1,976800,c,3154
10,0,0.52,2,6,20,0.471365638766515,338.14,1,959200,d,10519
10,1,0.37,2,25,88,0.546989720998534,334.96,1,818400,b,10646
9,0,0.44,2,6,21,0.514684287812036,347.68,1,765600,b,3792
7,0,0.28,2,20,65,0.516152716593241,375.24,1,836000,b,8866
7,1,0.05,2,13,31,0.395007342143898,372.06,1,836000,b,12431
7,1,0.08,4,14,32,0.379588839941259,361.46,1,976800,b,11377
8,1,0.22,2,23,113,0.450073421439055,333.9,0,853600,a,7722
7,1,0.05,6,9,27,0.379588839941259,372.06,0,994400,a,6077
8,0,0.6,3,29,104,0.552863436123348,349.8,1,827200,b,5223
8,1,0.09,2,34,35,0.357562408223192,329.66,0,809600,b,2154
7,1,0.12,2,34,48,0.364904552129212,352.98,1,950400,c,11031
7,0,0.3,2,35,72,0.522026431718055,362.52,1,836000,c,9399
7,1,0.01,2,40,64,0.355359765051396,374.18,1,880000,b,9742
7,1,0.04,2,24,43,0.380323054331858,365.7,1,906400,c,11567
7,0,0.08,2,3,15,0.435389133627015,359.34,0,906400,b,3597
11,0,0.44,2,36,165,0.533773861967692,339.2,1,862400,b,12499
8,1,0.22,2,20,68,0.463289280469889,345.56,1,862400,b,8713
11,0,0.48,2,6,18,0.589574155653448,350.86,1,827200,b,2313
7,1,0.2,2,14,41,0.420704845814975,360.4,1,853600,b,3840
10,0,0.42,2,22,46,0.640969162995595,348.74,1,800800,b,4971
10,0,0.47,2,9,28,0.463289280469889,352.98,1,1038400,c,7138
7,1,0,2,6,12,0.407488986784141,374.18,1,959200,a,11137
9,1,0.3,6,19,56,0.919970631424372,368.88,1,924000,b,1775
7,1,0,3,15,33,0.453010279001466,365.7,1,941600,c,740
8,0,0.1,2,6,36,0.479441997063142,340.26,1,844800,c,4046
11,1,0.55,2,22,91,0.574889867841408,321.18,1,818400,c,4245
9,0,0.48,1,39,100,0.523494860499261,333.9,1,862400,b,2589
12,1,0.66,3,10,23,0.670337738619674,323.3,1,950400,b,2399
